,URL*,ID*,Requirement*,Conformance*,Actor*,Sub-Requirement(s),Conditionality,Conditionality Description,Verifiable?,Verifiability Details,Planning To Test?,Planning To Test Details,Page,Section,Same As…,Section #,Grouping,Scope,Scope Description,Priority,Test Plan,Simulation Approach,client testing simulation implementation group,client simulation status,Test location,Test name,Notes,Questions
43,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/payloads.html#full-resource,45,"Each Bundle.entry for a full-resource notification SHALL contain a relevant resource in the entry.resource element. If a server cannot include the resource contents due to an issue with a specific notification, the server SHALL populate the entry.request and/or entry.response elements.",SHALL,Server,,,,Yes,,Yes,,payloads,full-resource,,2.6.1.3,Notification Content - full-resource,,,,"If the payload type is specified as being full-resource, the notification validation test will ensure that each entry in the Bundle contains a resource or if not, a  entry.request and/or entry.response elements (this is a requirement for each entry in a history bundle)",TESTER-DIRECTED: Inferno will rely on testers to provide appropriate notifications because generating notification that have the expected outcome within a client system is not generally possible for a testing tool like Inferno. These Bundles will be validated using the logic descriped in the Test Plan.,Apply existing server validation to tester-provided notifications,requested,,,,IG AUTHORS: What does this mean? It implies that it isn't a hard SHALL on including the resource. Entry.request or entry.response are already required by the history Bundle invariants.
44,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#conformance-in-fhir-r4,46,"In order to claim conformance with this guide, a server…SHALL support the Subscription resource (read/write).",DEPRECATED,Server,,,,,,,,conformance,conformance-in-fhir-r4,,2.7.2,Subscription Creation,,,,,,,,,,split into 133 and 134,
45,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#conformance-in-fhir-r4,47,"In order to claim conformance with this guide, a server…SHALL support the $status operation on the Subscription resource.",SHALL,Server,,,,Yes,,Yes,,conformance,conformance-in-fhir-r4,,2.7.2,Status Operation,,,,"Inferno will invoke the $status operation on a previously created Subscription and verify that a valid 200 response is received, and that the Bundle received contains the expected Subscription resource id in the SubscriptionTopic (Parameters) resource. The Parameters resource will be validated with the R4 Backported R5 SubscriptionStatus  profile",SIMULATED: Inferno will use tagged requests / responses to determine what Subscriptions are present and their status.,Status API,Implemented,,,"Emily's Original: The $status operation test will ensure a valid 200 response is received, and that the Bundle received contains the expected Subscription resource id in the SubscriptionTopic (Parameters) resource. The Parameters resource will be validated with the R4 Backported R5 SubscriptionStatus  profile

Update to be clearer on the test procedure.",SIMULATION DESIGN: how to handle Subscription reads and keeping the status consistent?
46,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#conformance-in-fhir-r4,48,"In order to claim conformance with this guide, a server…SHOULD support topic discovery via the CapabilityStatement SubscriptionTopic Canonical extension",SHOULD,Server,,,,Yes,,Yes,,conformance,conformance-in-fhir-r4,,2.7.2,Topic Discovery,,,,There will be an optional Subscription Topic Discovery test that will check if the server's Capability Statement contains the SubscriptionTopic Canonical extension. Will load any Subscription requests made (using tags) and add a warning if any of them are not present on the capability statement.,SIMULATED: Inferno publishes a CapabilityStatement  with topics present.,CapabilityStatement,Requested,,,"Emily's Original: There will be an optional Subscription Topic Discovery test that will check if the server's Capability Statement contains the SubscriptionTopic Canonical extension. The test will check if the inputted Subscription Topic URL is included in this extension

modified to be separate from the Subscription test context, but still check them (using tags!)","SIMULATION DESIGN: does Inferno publsih a static CapabilityStatement, or do we allow systems to provide one that Inferno will echo? Pros of the echo approach: flexibility and tailoring to specific implementation's needs. Cons: need to identify session when /metadata calls should be open. Likely, we should have a static capability statement with topics published and maybe there is a test that clients can discover and initiate a subscription for those topics, though there is no such explicit client requirement."
47,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#conformance-in-fhir-r4,49,"In order to claim conformance with this guide, a server…SHALL support at least one channel type",SHALL,Server,,,,Yes,,Yes,,conformance,conformance-in-fhir-r4,,2.7.2,Notification Delivery,,,,Verify that a successful notification can be provided across any Inferno-supported channel.,SIMULATED: Inferno will support rest-hook,Duplicate - 7,,,,"Since Inferno doesn't support all channel types, and will never support all custom channels, a system can be conformant even if it can't be verified by Inferno.",
48,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#conformance-in-fhir-r4,50,"In order to claim conformance with this guide, a server…SHOULD include one [channel type] from this guide",SHOULD,Server,,,,Yes,,Yes,Partial validation only - cannot confirm conformance for systems not supporting Rest Hook channels,conformance,conformance-in-fhir-r4,,2.7.2,Notification Delivery,,,,,SIMULATED: Inferno will support rest-hook,,,,,,
49,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#conformance-in-fhir-r4,51,"In order to claim conformance with this guide, a server…SHALL support at least one Payload Type",SHALL,Server,,,,Yes,,Yes,,conformance,conformance-in-fhir-r4,,2.7.2,Notification Content,,,,"The user will be able to decide which payload type they want to test by including it in the Subscription backport-payload-content extension. The notification validation test will only pass if the received notification passes all the requirements for that specific payload type, indicating the server does support at least that one payload type","SIMULATED: Inferno will support all payload content types, so this is an empty check",EMPTY,,,,,
50,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#conformance-artifacts-1,52,"FHIR Servers claiming conformance to this Implementation Guide must conform to the expectations described in the Capability Statement appropriate to the implemented FHIR version. For FHIR R4 servers, this guide defines the R4 Server CapabilityStatement (https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/CapabilityStatement-backport-subscription-server-r4.html).",SHALL,Server,,,,Yes,,Yes,,conformance,conformance-artifacts-1,,2.7.2.1,CapabilityStatement,,,,Tested as a part of the specific requirements indicated in the capability statement.,SIMULATED: Inferno publishes a CapabilityStatement based on the referenced CapabilityStatement and will support the named APIs,CapabilityStatement,Requested,,,,
51,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#conformance-artifacts-1,53,"In addition to the basic support in the CapabilityStatement (e.g., resources, interactions, and operations), a conformant server SHALL support at least one Payload Type … listed in this IG.",SHALL,Server,,,,Yes,,Yes,,conformance,conformance-artifacts-1,,2.7.2.1,Notification Content,,,,"The user will be able to decide which payload type they want to test by including it in the Subscription backport-payload-content extension. The notification validation test will only pass if the received notification passes all the requirements for that specific payload type, indicating the server does support at least that one payload type","SIMULATED: Inferno will support all payload content types, so this is an empty check",EMPTY,,,,,
52,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#conformance-artifacts-1,54,"In addition to the basic support in the CapabilityStatement (e.g., resources, interactions, and operations), a conformant server ... SHOULD support one Channel Type listed in this IG.",SHOULD,Server,,,,Yes,,Yes,Partial validation only - cannot confirm conformance for systems not supporting Rest Hook channels,conformance,conformance-artifacts-1,,2.7.2.1,Notification Delivery,,,,,SIMULATED: Inferno will support rest-hook,,,,,,
53,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#conformance-artifacts-1,55,"In order to promote widespread compatibility, cross version extensions SHOULD NOT be used on R4 subscriptions to describe any elements also described by this guide",DEPRECATED,,,,,,,,,conformance,conformance-artifacts-1,,2.7.2.1,,,,,,,,,,,DEPRECATED - duplicate of 5 / 2.2.2-1,
54,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#profile-support-1,56,a conformant server…SHALL communicate all profile data elements that are mandatory by that profile’s StructureDefinition.,DEPRECATED,,,,,Yes,,Yes,,conformance,profile-support-1,,2.7.2.1.1,Subscription Access,,,,Read a Subscription instance and validate it using the HL7 validator.,"SIMULATED: Inferno will echo back Susbcriptions provided by the client, with small modifications e.g., to the status. These Subscriptions must themselves be conformant for the tests to pass.",Subscription API,Implemented,,,DEPRECATED - split into 137-139,
55,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#profile-support-1,57,a conformant server…SHOULD declare conformance with the Backport Subscription Server Capability Statement by including its official URL in the server’s CapabilityStatement.instantiates element: http://hl7.org/fhir/uv/subscriptions-backport/CapabilityStatement/backport-subscription-server-r4.,SHOULD,Server,,,,Yes,,Yes,,conformance,profile-support-1,,2.7.2.1.1,CapabilityStatement,,,,The optional Subscription Topic Discovery test  will check if the server's Capability Statement contains the Backport Subscription Server official URL in the server’s CapabilityStatement.instantiates element,SIMULATED: Inferno publishes a CapabilityStatement declaring said support.,CapabilityStatement,Requested,,,,
56,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#profile-support-1,58,"a conformant server…SHALL specify the full capability details from the CapabilityStatement it claims to implement, including declaring support for the Backport Subscription Profile by including its official URL in the server’s CapabilityStatement.rest.resource.supportedProfile element: http://hl7.org/fhir/uv/subscriptions-backport/StructureDefinition/backport-subscription",SHALL,Server,,,,Yes,,No,Conflicts with requirement 120 and is removed in future versions of the spec.,conformance,profile-support-1,,2.7.2.1.1,CapabilityStatement,,,,,NOT SIMULATED: contradictory,,,,,,
57,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#backport-channel-type-1,59,Servers supporting this guide SHALL be able to read values present in this [backport-channel-type extension - https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/StructureDefinition-backport-channel-type.html] element. ,SHALL,Server,,,,Yes,,Yes,,conformance,backport-channel-type-1,,2.7.2.2.1,Subscription Creation,,,,Test with Requirement 60,SIMULATED: Inferno will reject Subscriptions not using rest-hook.,Duplicate - 7,Implemented,,,,
58,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#backport-channel-type-1,60,A server SHALL reject the subscription request if a client requests an unsupported channel via this [backport-channel-type extension - https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/StructureDefinition-backport-channel-type.html] element.,SHALL,Server,,,,Yes,,Yes,,conformance,backport-channel-type-1,,2.7.2.2.1,Subscription Creation,,,,"Identify a value that the server will not support (default with ability for tester to override), create a subscription with that value and verify that the Subscription is rejected.",SIMULATED: Inferno will reject Subscriptions not using rest-hook.,Duplicate - 7,Implemented,,,,IG AUTHORS: is modified ok?
59,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#backport-channel-type-1,61,"Clients supporting this guide MAY support this [backport-channel-type extension - https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/StructureDefinition-backport-channel-type.html] extension, as necessary for their use case.",MAY,Client,,,,No,"In the context of this implementation guide, details on how to receive notifications over a custom channel do not exist.",No,Not Verifiable,conformance,backport-channel-type-1,,2.7.2.2.1,Subscription Creation,,,,,NOT SIMULATED: Inferno will not test custom channel types,,,,,,
60,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#backport-filter-criteria-1,62,Servers supporting this guide SHALL be able to read values in this [backport-filter-criteria - https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/StructureDefinition-backport-filter-criteria.html] extension and SHALL be able to apply filters as described by any Subscription Topics the server advertises support for.,DEPRECATED,Server,,,,,,,,conformance,backport-filter-criteria-1,,2.7.2.2.2,Subscription Creation,,,,,,,,,,"Split into 135 and 136

Emily's original: The user may include this extension in their inputted Subscription resource. If included, the test will extract the resource type included in this extension to be used in the notification validation test to make sure the notification is related to the correct resource the Subscription is focused on. Otherwise if not included, the resource type must manually be included as an input

Because filters and notification shapes are formally defined in SubscriptionTopics which are out of scope for R4, I think we want to stay away from these validations",
61,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#backport-filter-criteria-1,63,"If a server is capable of supporting filter criteria in general but unable to support criteria requested in a subscription [via the extension backport-filter-criteria - https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/StructureDefinition-backport-filter-criteria.html], the server SHALL reject the subscription.",SHALL,Server,,,,Yes,,Yes,,conformance,backport-filter-criteria-1,,2.7.2.2.2,Subscription Creation,,,,"Identify a value that the server will not support (default with ability for tester to override), create a subscription with that value and verify that the Subscription is rejected.",NOT SIMULATED: Inferno will not reject Subscriptions due to criteria.,NONE,,,,,IG AUTHORS: is it ok to accept but modified without the filter? Seems like not…
62,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#backport-filter-criteria-1,64,Clients supporting this guide SHALL be able to write values in this [backport-filter-criteria - https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/StructureDefinition-backport-filter-criteria.html] extension.,SHALL,Client,,,,Yes,,Yes,,conformance,backport-filter-criteria-1,,2.7.2.2.2,Subscription Creation,,,,Require that a client provide a Subscription with a filter value.,TESTER-DIRECTED: Subscriptions that Inferno uses are provided by the tester and verified against the relevant requirements. Tester can decide within those requirements whether to include this element on a particular Subscription instance.,,,,,,
63,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#backport-payload-content-1,65,Servers supporting this guide SHALL be able to read values from this [backport-payload-content - https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/StructureDefinition-backport-payload-content.html] extension.,SHALL,Server,,,,Yes,,Yes,,conformance,backport-payload-content-1,,2.7.2.2.3,Subscription Creation,,,,"When creating a Subscription on the server, verify that the returned extension value is the same as what was passed in (can preserve the value), and when receiving a notification for that Subscription verify that the content matches what is specified in this extension and meets its requirements.",SIMULATED: Inferno will use the extension to determine how to validate the notification provided by the tester.,Apply existing server validation to tester-provided notifications,requested,,,,
64,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#backport-payload-content-1,66,"A server SHALL reject the subscription request if a client asks for a content level the server does not intend to support (e.g., does not meet security requirements) [using the extension backport-payload-content - https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/StructureDefinition-backport-payload-content.html].",SHALL,Server,,,,Yes,,Yes,,conformance,backport-payload-content-1,,2.7.2.2.3,Subscription Creation,,,,"Identify a value that the server will not support (default with ability for tester to override), create a subscription with that value and verify that the Subscription is rejected.",NOT SIMULATED: Inferno will support all content types,NONE,,,,,IG AUTHORS: is it ok to accept but modified without the filter? Seems like not…
65,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#backport-payload-content-1,67,Servers SHALL include information in notifications as described in this guide based on this value [in the extension backport-payload-content - https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/StructureDefinition-backport-payload-content.html].,SHALL,Server,,,,Yes,,Yes,,conformance,backport-payload-content-1,,2.7.2.2.3,Subscription Creation,,,,When receiving a notification for that Subscription verify that the content matches what is specified in this extension and meets its requirements.,SIMULATED: Inferno will use the extension to determine how to validate the notification provided by the tester.,Apply existing server validation to tester-provided notifications,requested,,,,
66,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#backport-payload-content-1,68,Clients supporting this guide SHALL be able to write values in this [backport-payload-content - https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/StructureDefinition-backport-payload-content.html] extension.,SHALL,Client,,,,Yes,,Yes,,conformance,backport-payload-content-1,,2.7.2.2.3,Subscription Creation,,,,Verify that the value is present on Client-provided Subscriptions using the HL7 validator (Required element),TESTER-DIRECTED: Subscriptions that Inferno uses are provided by the tester and verified against the relevant requirements. Tester can decide within those requirements whether to include this element on a particular Subscription instance.,,,,,,
67,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#notification-entry-subscriptionstatus-1,69,Servers supporting this guide SHALL be able to generate a valid and correct R4 Backported R5 SubscriptionStatus resource for each notification. ,SHALL,Server,,,,Yes,,Yes,,conformance,notification-entry-subscriptionstatus-1,,2.7.2.2.4,Notification Content,,,,pull the first entry out of the Bundle and ensure the resource is a Parameters resource and it will validate it with the R4 Backported R5 SubscriptionStatus profile. ,TESTER-DIRECTED: Inferno will rely on testers to provide appropriate notifications because generating notification that have the expected outcome within a client system is not generally possible for a testing tool like Inferno. These Bundles will be validated using the logic descriped in the Test Plan.,Apply existing server validation to tester-provided notifications,Implemented,,notification_validation,,
68,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#notification-entry-subscriptionstatus-1,70,The status entry SHALL be the first entry of each notification bundle.,SHALL,Server,,,,Yes,,Yes,,conformance,notification-entry-subscriptionstatus-1,,2.7.2.2.4,Notification Content,,,,pull the first entry out of the Bundle and ensure the resource is a Parameters resource and it will validate it with the R4 Backported R5 SubscriptionStatus profile. ,TESTER-DIRECTED: Inferno will rely on testers to provide appropriate notifications because generating notification that have the expected outcome within a client system is not generally possible for a testing tool like Inferno. These Bundles will be validated using the logic descriped in the Test Plan.,Apply existing server validation to tester-provided notifications,Implemented,,notification_validation,,
69,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#notification-entry-subscriptionstatus-1,71,Clients supporting this guide SHALL be able to process a valid R4 Backported R5 SubscriptionStatus resource without errors.,SHALL,Client,,,,Yes,,Yes,,conformance,notification-entry-subscriptionstatus-1,,2.7.2.2.4,Notification Content,,,,"After event notificaiton and/or handshake, tester attests that their system properly processed the notification.",SIMULATED: Inferno will process notification messages for testing verification.,,,,,,"TEST DESIGN: is a 200 response (or similar) enough to indicate processing ""without errors"" or would some kind of attestation provide a better coverage?"
70,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#subscriptioncriteria-1,72,"The Subscription.criteria element is required (cardinality of 1..1), so any compatible implementation SHALL be able to read and/or write as necessary.",SHALL,Server,,,,Yes,,Yes,,conformance,subscriptioncriteria-1,,2.7.2.2.5,Subscription Creation,,,,"Use the HL7 validator to verify a conformant Subscription instance, which includes this element. Additionally, check it explicitly since if the filter extension is present, it counts as populated even if there is no value in the base element.",TESTER-DIRECTED: Inferno will rely on testers to provide appropriate notifications because generating notification that have the expected outcome within a client system is not generally possible for a testing tool like Inferno. These Bundles will be validated using the logic descriped in the Test Plan.,Apply existing server validation to tester-provided notifications,Implemented,,,"Emily's Original: The validator will ensure the Subscription resource has the Subscription.criteria element populated. The Subscription creation test will then ensure that the value of this field is equal to the user inputted SubscriptionTopic url

Because the topic is present in the Subscription provided, there doesn't seem to be value in taking it as a second input and validating they are the same.",
71,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#subscriptioncriteria-1,73,"Compared with the core specification, this guide specifies that the [Subscription.criteria] element SHALL contain the canonical URL for the Subscription Topic.",SHALL,Server,,,,Yes,,Yes,,conformance,subscriptioncriteria-1,,2.7.2.2.5,Subscription Creation,,,,Verify that the Subscription.criteria element is a valid url data type (in addition to HL7 validator checks),TESTER-DIRECTED: Inferno will rely on testers to provide appropriate notifications because generating notification that have the expected outcome within a client system is not generally possible for a testing tool like Inferno. These Bundles will be validated using the logic descriped in the Test Plan.,Add additional server validation to tester-provided notifications,,,,"Emily's Original: The validator will ensure the Subscription resource has the Subscription.criteria element populated. The Subscription creation test will then ensure that the value of this field is equal to the user inputted SubscriptionTopic url

Can verify that the element is a url, not just a string like is required by the profile.",
72,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#subscriptioncriteria-1,74,Servers supporting this guide SHALL be able to read values in this [Subscription.criteria] element and process requests for subscription topics referenced by it.,SHALL,Server,,,,Yes,,Yes,"Inferno can't see inside the triggering process to verify that a notification is appropriate vis-à-vis the requested topic,  particularly without a formal SubscriptionTopic definition. However, testers can verify that the notifications are appropriate (as opposed to random)",conformance,subscriptioncriteria-1,,2.7.2.2.5,Subscription Creation,,,,,SIMULATED: Inferno will use this value to validate the provided notification(s) if the topic is also present there.,,,,,"Emily's Original: The validator will ensure the Subscription resource has the Subscription.criteria element populated. The Subscription creation test will then ensure that the value of this field is equal to the user inputted SubscriptionTopic url

What does it mean to read values from this field? I think it means to recognize what events should be triggered for it. That's something that we can't test mechanically, particularly without a formal SubscriptionTopic definition.",TEST DESIGN: I think this is partly about when to trigger events for a given subscription. Is this important enough to add an attestation for it?
73,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#subscriptioncriteria-1,75,"If a server does not support a requested topic [in the Subscription.criteria element] or will not honor the subscription otherwise, a server SHALL reject the subscription request.",SHALL,Server,,,,Yes,,Yes,,conformance,subscriptioncriteria-1,,2.7.2.2.5,Subscription Creation,,,,"Identify a value that the server will not support (default with ability for tester to override), create a subscription with that value and verify that the Subscription is rejected.",NOT SIMULATED: Inferno will support any topic provided.,NONE,,,,,
74,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/conformance.html#subscriptioncriteria-1,76,Clients supporting this guide SHALL be able to write subscription topic URLs into this [Subscription.criteria] element.,SHALL,Client,,,,Yes,,Yes,,conformance,subscriptioncriteria-1,,2.7.2.2.5,Subscription Creation,,,,check client-provided Subscriptions to make sure they have a topic URL in Subscription.cirteria,TESTER-DIRECTED: Subscriptions that Inferno uses are provided by the tester and verified against the relevant requirements. Tester can decide within those requirements whether to include this element on a particular Subscription instance.,,,,,,
75,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/errors.html#handling-errors-as-a-server,77,A server SHALL…Increment the eventsSinceSubscriptionStart counter internally.,SHALL,Server,,,,Yes,,Yes,,errors,handling-errors-as-a-server,,2.8.1,Error Handling,,,,"When validating a Subscription notification and its Status, if the events-since-subscription-start is present, make sure that it is equal to the highest notification-event number present in the notification (only event notifications, not handshake or heartbeats)",TESTER-DIRECTED: Inferno will rely on testers to provide appropriate notifications because generating notification that have the expected outcome within a client system is not generally possible for a testing tool like Inferno. These Bundles will be validated using the logic descriped in the Test Plan.,Add additional server validation to tester-provided notifications,,,,"Emily's Original: The notification validation test will check that the notification has the correct events-since-subscription-start and notification-event number - should be 1 since this is the first notification since creating the subscription

Note that while delivery is technically best effort, I think that we can more strict and say that the first delivery has to be successful. Doesn't appear the the IG says anywhere that the events since Subscription start needs to be exposed - onlly Must Support without defining what that means. Also loosened to not just be 1 since we want Subscription validation to be general to more than just the first notification.","IG AUTHORS: Is the events-since-subscription-start parameter required to be provided on notifications? It is must support but not required and the IG doesn't define what must support means.

Scenario question: say two notifications are triggered roughly simultaneously but maxCount is 1, so two notification POSTs are made. Is the events-since-subscription-start in each intended to be the number of the event, or would they both be the higher number? The former would make some verification and interpretation easier and less confusing for clients - they wouldn't mistakenly think they'd missed something, but not clear that the other approach is invalid.

SIMULATION DESIGN: will Inferno need to send back multiple notifications - probably yes to handle this requrirement. though it could send the same notification over and over modifying the event stuff..."
76,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/errors.html#handling-errors-as-a-server,78,A server SHALL…Update the status of the subscription internally.,SHALL,Server,,,,Yes,,Yes,,errors,handling-errors-as-a-server,,2.8.1,Error Handling,,,,"On a failed handshake, verify using $status that the status has been updated to '""error"".",SIMULATED: Inferno will look for the presence of tagged requests to determine the status of a subscription.,Subscription Status Tracking,Implemented,,,"Emily's Original: The handshake test checks that the SubscriptionTopic (Parameters) status is set to `requested`, and the $status operation test will later check that the status was updated to `active`

Update to tie to an error case",SIMULATION DESIGN: how to handle Subscription reads and keeping the status consistent?
77,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/errors.html#handling-errors-as-a-server,79,A server SHALL…Continue to respond to $status requests.,SHALL,Server,,,,Yes,,Yes,,errors,handling-errors-as-a-server,,2.8.1,Status Operation,,,,"After a failed handshake, invoke the $status operation and verify that it continues to return information on the errored Subscription.","SIMULATED: as long as the wait is active, Inferno will respond. Outside of a the wait it was provided during, Inferno will no longer respond to status requests for a given subscription",Status API,Implemented,,,"Emily's Original: $status test ensures the server correctly responds to $status requests

Update to be in an error context",SIMULATION DESIGN: how to handle Subscription reads and keeping the status consistent?
78,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/errors.html#handling-errors-as-a-server,80,A server MAY Continue to send heartbeat messages (with an error status set).,MAY,Server,,,,Yes,,No,"MAY requirement, support for which doesn't imply other requirements.",errors,handling-errors-as-a-server,,2.8.1,Heartbeat,,,,,NOT SIMULATED: Inferno will send heartbeat notifications during a circumscribed amount of time for testing and won't continue beyond that.,,,,,,
79,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/errors.html#handling-errors-as-a-server,81,"Discovering the error state and recovering from it are responsibilities of the subscriber. This includes resetting the Subscription to an active or requested status - a client is responsible for requesting re-activation of a subscription. Note: this is important because a subscriber must make the determination of how to recover from an error state; if a server arbitrarily resets a subscription, a subscriber may not be aware of missing notifications.",SHALL,Client,,,,Yes,,Yes,,errors,handling-errors-as-a-server,,2.8.1,Error Handling,,,,Create an error state and require that the client take steps to re-activate the subscription.,SIMULATED: Inferno will intentionally return an error on a subscription notification and then subsequently request reactivation and accept the notification.,,,,,Is this simulation needed to test any server requirements?,SIMULATION DESIGN: Does this need to be a server requirement to allow re-starting after an error state?
80,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/errors.html#recovering-from-errors,82,"Once an application has returned to a functional state, it should request the subscription is reactivated by updating the status to either requested or active as appropriate.",SHALL,Client,,,,Yes,,Yes,,errors,recovering-from-errors,,2.8.4,Error Handling,,,,Create an error state and require that the client take steps to re-activate the subscription.,SIMULATED: Inferno will intentionally return an error on a subscription notification and then subsequently request reactivation and accept the notification.,,,,,Is this simulation needed to test any server requirements?,SIMULATION DESIGN: Does this need to be a server requirement to allow re-starting after an error state?
81,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/errors.html#using-the-events-operation,83,"Servers MAY choose to support the $events operation, as defined in this IG.",MAY,Server,,,,Yes,,Yes,"Support for this MAY requirement implies other requirements must be supported, so these will be checked in conjunction with this one.",errors,using-the-events-operation,,2.8.4.1,Events Operation,,,,Invoke the $events operation and verify that a success status is returned.,SIMULATED: use tagged requests to gather notifications sent and return the appropriate ones.,Events API,,,,,"SIMULATION DESIGN: how to handle Notification reads? Can used tagged requests, likely, though it may get complicated. Filtering will be seomthing…"
82,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/errors.html#using-the-events-operation,84,"Servers which implement the operation MAY use implementation-specific criteria to restrict availability of events (e.g., most recent 10 events, events within the past 30 days, etc.).",MAY,Server,,,,Yes,,No,"MAY requirement, support for which doesn't imply other requirements.",errors,using-the-events-operation,,2.8.4.1,Events Operation,,,,,NOT SIMULATED: Inferno will include all available notifications.,,,,,,
83,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/errors.html#using-the-events-operation,85,"During a recovery process, clients MAY try to retrieve missing events via the $events operation, which should allow processing to continue as normal.",MAY,Client,,,,Yes,,Yes,"Support for this MAY requirement implies other requirements must be supported, so these will be checked in conjunction with this one.",errors,using-the-events-operation,,2.8.4.1,Error Handling,,,,ask clients to invoke the $evernts operation and validate that it is a conformant invocation.,TESTER-DIRECTED: get $event operation invocations from the tester.,,,,,,SIMULATION DESIGN: how to handle Subscription reads and keeping the status consistent?
84,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/components.html#subscriptions,86,"In order to promote widespread compatibility, cross version extensions SHOULD NOT be used [clients should not put into Subscriptions they create] on R4 subscriptions to describe any elements also described by this guide",SHOULD NOT,Client,,,,Yes,,Yes,,components,subscriptions,,2.2.2,Subscription Creation,,,,"During validation of subscription requests, check that there are no cross-version extensions (see https://hl7.org/fhir/r5/versions.html#extensions) present (e.g., http://hl7.org/fhir/5.0/StructureDefinition/extension-Subscription.content instead of the defined content extension on R4 Subscription.payload). NOTE that Inferno will not recognize or respond to these extensions.",TESTER-DIRECTED: Subscriptions that Inferno uses are provided by the tester and verified against the relevant requirements. Tester can decide within those requirements whether to include this element on a particular Subscription instance.,,,,,,
85,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/components.html#subscriptions,87,"In order to promote widespread compatibility, cross version extensions SHOULD NOT be used [servers should ?? Subscriptions that include them] on R4 subscriptions to describe any elements also described by this guide",DEPRECATED,,,,,,,,,components,subscriptions,,,,,,,,,,,,,no longer interpreted as a server requirement,
86,https://hl7.org/fhir/uv/subscriptions-backport/STU1.1/components.html#subscriptions-and-fhir-versions,88,"Note that subscription notifications, by default, are made using the same FHIR version as the server. The Subscription.channel.payload element can be used [by clients] to specify a different FHIR version, using syntax and values defined by the MIME Type Parameter.",MAY,Client,,,,Yes,,No,"MAY requirement, support for which doesn't imply other requirements. Additionally, Inferno won't be able to accept non-R4 subscriptions.",components,subscriptions-and-fhir-versions,,2.2.2.2,Subscription Creation,,,,,NOT SIMULATED: Inferno only supports FHIR R4 at this time.,,,,,,
